"Rank","Player","Team","Position","Points","Games","Avg"
"174","Alvin Kamara","NO","RB","7.0","1","7.0"
"174","Chris Boswell","PIT","K","7.0","1","7.0"
"183","Miles Sanders","PHI","RB","6.9","1","6.9"
"184","Kenny Golladay","NYG","WR","6.8","1","6.8"
"184","Robby Anderson","CAR","WR","6.8","1","6.8"
"184","Jonnu Smith","NE","TE","6.8","1","6.8"
"184","Emmanuel Sanders","BUF","WR","6.8","1","6.8"
"188","Jamaal Williams","DET","RB","6.7","1","6.7"
"188","David Johnson","HOU","RB","6.7","1","6.7"
"188","Blake Jarwin","DAL","TE","6.7","1","6.7"
"191","Jacoby Brissett","MIA","QB","6.6","1","6.6"
"192","Albert Okwuegbunam","DEN","TE","6.4","1","6.4"
"192","Dyami Brown","WAS","WR","6.4","1","6.4"
"194","Jonathan Taylor","IND","RB","6.3","1","6.3"
"194","Kareem Hunt","CLE","RB","6.3","1","6.3"
"194","Zach Wilson","NYJ","QB","6.3","1","6.3"
"197","Hunter Henry","NE","TE","6.2","1","6.2"
"198","Green Bay Packers","GB","DST","6.0","1","6.0"
"198","Albert Wilson","MIA","WR","6.0","1","6.0"
"198","Ryan Succop","TB","K","6.0","1","6.0"
"198","Cincinnati Bengals","CIN","DST","6.0","1","6.0"
"198","Matt Ammendola","NYJ","K","6.0","1","6.0"
"198","Andy Janovich","CLE","RB","6.0","1","6.0"
"198","Jamal Agnew","JAC","WR","6.0","1","6.0"
"198","Jason Myers","SEA","K","6.0","1","6.0"
"198","New Orleans Saints","NO","DST","6.0","1","6.0"
"198","Robbie Gould","SF","K","6.0","1","6.0"
"198","Austin Seibert","DET","K","6.0","1","6.0"
"209","Jeremy McNichols","TEN","RB","5.9","1","5.9"
"209","Tyreek Hill","KC","WR","5.9","1","5.9"
"211","Jared Cook","LAC","TE","5.8","1","5.8"
"211","Darrel Williams","KC","RB","5.8","1","5.8"
"213","George Kittle","SF","TE","5.7","1","5.7"
"214","Randall Cobb","GB","WR","5.6","1","5.6"
"215","Amari Cooper","DAL","WR","5.4","1","5.4"
"216","Nelson Agholor","NE","WR","5.1","1","5.1"
"217","Cleveland Browns","CLE","DST","5.0","1","5.0"
"217","Houston Texans","HOU","DST","5.0","1","5.0"
"217","Tyler Bass","BUF","K","5.0","1","5.0"
"217","Los Angeles Chargers","LAC","DST","5.0","1","5.0"
"217","Las Vegas Raiders","LV","DST","5.0","1","5.0"
"217","Younghoe Koo","ATL","K","5.0","1","5.0"
"217","Mason Crosby","GB","K","5.0","1","5.0"
"217","Ty Johnson","NYJ","RB","5.0","1","5.0"
"217","Mark Ingram II","Multi","RB","5.0","1","5.0"
"217","Harrison Butker","KC","K","5.0","1","5.0"
"227","Amon-Ra St. Brown","DET","WR","4.8","1","4.8"
"228","Rashard Higgins","CLE","WR","4.7","1","4.7"
"228","Terrace Marshall Jr.","CAR","WR","4.7","1","4.7"
"230","Kendrick Bourne","NE","WR","4.6","1","4.6"
"230","Ronald Jones II","TB","RB","4.6","1","4.6"
"230","Sony Michel","LAR","RB","4.6","1","4.6"
"233","Justin Fields","CHI","QB","4.5","1","4.5"
"233","Cedrick Wilson Jr.","DAL","WR","4.5","1","4.5"
"233","Jeff Smith","NYJ","WR","4.5","1","4.5"
"233","Kyle Rudolph","NYG","TE","4.5","1","4.5"
"237","Dallas Goedert","PHI","TE","4.4","1","4.4"
"237","Kaden Smith","NYG","TE","4.4","1","4.4"
"239","Olamide Zaccheaus","ATL","WR","4.2","1","4.2"
"239","Jalen Guyton","LAC","WR","4.2","1","4.2"
"239","Nico Collins","HOU","WR","4.2","1","4.2"
"239","Chester Rogers","TEN","WR","4.2","1","4.2"
"243","Joshua Palmer","LAC","WR","4.1","1","4.1"
"244","Jake Elliott","PHI","K","4.0","1","4.0"
"244","Seattle Seahawks","SEA","DST","4.0","1","4.0"
"246","Justin Jackson","LAC","RB","3.9","1","3.9"
"247","Kalif Raymond","DET","WR","3.8","1","3.8"
"247","Alexander Mattison","MIN","RB","3.8","1","3.8"
"247","David Njoku","CLE","TE","3.8","1","3.8"
"247","Dalton Schultz","DAL","TE","3.8","1","3.8"
"251","Kyle Juszczyk","SF","RB","3.7","1","3.7"
"251","Lil'Jordan Humphrey","NO","WR","3.7","1","3.7"
"253","Giovani Bernard","TB","RB","3.6","1","3.6"
"253","AJ Dillon","GB","RB","3.6","1","3.6"
"253","DeVonta Smith","PHI","WR","3.6","1","3.6"
"256","Tyler Conklin","MIN","TE","3.5","1","3.5"
"257","Travis Homer","SEA","RB","3.4","1","3.4"
"257","Trinity Benson","DET","WR","3.4","1","3.4"
"257","James O'Shaughnessy","JAC","TE","3.4","1","3.4"
"260","Derek Carrier","LV","TE","3.3","1","3.3"
"260","Juwan Johnson","NO","TE","3.3","1","3.3"
"262","Nyheim Hines","IND","RB","3.2","1","3.2"
"262","Peyton Barber","LV","RB","3.2","1","3.2"
"264","O.J. Howard","TB","TE","3.1","1","3.1"
"265","Joey Slye","Multi","K","3.0","1","3.0"
"265","Blake Bell","KC","TE","3.0","1","3.0"
"265","Washington Football Team","WAS","DST","3.0","1","3.0"
"265","Geoff Swaim","TEN","TE","3.0","1","3.0"
"265","Ryan Griffin","NYJ","TE","3.0","1","3.0"
"265","New York Jets","NYJ","DST","3.0","1","3.0"
"265","Miami Dolphins","MIA","DST","3.0","1","3.0"
"265","Baltimore Ravens","BAL","DST","3.0","1","3.0"
"273","Stephen Anderson","LAC","TE","2.9","1","2.9"
"273","Devonta Freeman","BAL","RB","2.9","1","2.9"
"273","D.J. Chark Jr.","JAC","WR","2.9","1","2.9"
"276","Corey Davis","NYJ","WR","2.8","1","2.8"
"276","Marquez Callaway","NO","WR","2.8","1","2.8"
"276","Mo Alie-Cox","IND","TE","2.8","1","2.8"
"279","Jordan Akins","HOU","TE","2.7","1","2.7"
"279","Antonio Brown","TB","WR","2.7","1","2.7"
"281","Clyde Edwards-Helaire","KC","RB","2.6","1","2.6"
"281","Chris Hogan","NO","WR","2.6","1","2.6"
"281","James Conner","ARI","RB","2.6","1","2.6"
"284","Jalen Reagor","PHI","WR","2.5","1","2.5"
"284","Kendall Hinton","DEN","WR","2.5","1","2.5"
"284","Alex Collins","SEA","RB","2.5","1","2.5"
"284","Andre Roberts","Multi","WR","2.5","1","2.5"
"288","Chris Evans","CIN","RB","2.4","1","2.4"
"288","Damien Williams","CHI","RB","2.4","1","2.4"
"288","Tommy Hudson","TEN","TE","2.4","1","2.4"
"288","C.J. Uzomah","CIN","TE","2.4","1","2.4"
"288","Tevin Coleman","NYJ","RB","2.4","1","2.4"
"288","Jerick McKinnon","KC","RB","2.4","1","2.4"
"288","Willie Snead IV","Multi","WR","2.4","1","2.4"
"288","Van Jefferson","LAR","WR","2.4","1","2.4"
"296","Chris Conley","HOU","WR","2.3","1","2.3"
"297","Devontae Booker","NYG","RB","2.1","1","2.1"
"297","Jody Fortson","KC","WR","2.1","1","2.1"
"297","Malcolm Brown","MIA","RB","2.1","1","2.1"
"297","Michael Burton","KC","RB","2.1","1","2.1"
"301","Pittsburgh Steelers","PIT","DST","2.0","1","2.0"
"301","Tennessee Titans","TEN","DST","2.0","1","2.0"
"301","Deonte Harty","NO","WR","2.0","1","2.0"
"301","Marquise Goodwin","CHI","WR","2.0","1","2.0"
"301","New York Giants","NYG","DST","2.0","1","2.0"
"301","Ashton Dulin","IND","WR","2.0","1","2.0"
"307","Josh Oliver","BAL","TE","1.9","1","1.9"
"307","Trent Sherfield","SF","WR","1.9","1","1.9"
"307","Jarvis Landry","CLE","WR","1.9","1","1.9"
"307","Danny Amendola","HOU","WR","1.9","1","1.9"
"307","Lee Smith","ATL","TE","1.9","1","1.9"
"312","Tyler Higbee","LAR","TE","1.8","1","1.8"
"312","Christian Blake","ATL","WR","1.8","1","1.8"
"312","Tyler Kroft","NYJ","TE","1.8","1","1.8"
"312","Tajae Sharpe","ATL","WR","1.8","1","1.8"
"312","Cameron Brate","TB","TE","1.8","1","1.8"
"312","Cethan Carter","MIA","TE","1.8","1","1.8"
"318","Salvon Ahmed","MIA","RB","1.7","1","1.7"
"318","Ian Thomas","CAR","TE","1.7","1","1.7"
"318","Laviska Shenault Jr.","JAC","WR","1.7","1","1.7"
"318","Eric Saubert","DEN","TE","1.7","1","1.7"
"322","Hayden Hurst","ATL","TE","1.6","1","1.6"
"322","Marlon Mack","IND","RB","1.6","1","1.6"
"322","Taysom Hill","NO","QB","1.6","1","1.6"
"322","Zach Ertz","Multi","TE","1.6","1","1.6"
"322","Nick Westbrook-Ikhine","TEN","WR","1.6","1","1.6"
"322","Brandon Aiyuk","SF","WR","1.6","1","1.6"
"322","Luke Farrell","JAC","TE","1.6","1","1.6"
"329","Tyler Johnson","TB","WR","1.5","1","1.5"
"329","KJ Hamler","DEN","WR","1.5","1","1.5"
"331","Ty Montgomery","NO","RB","1.3","1","1.3"
"331","Gerald Everett","SEA","TE","1.3","1","1.3"
"333","Preston Williams","MIA","WR","1.2","1","1.2"
"334","Isaiah McKenzie","BUF","WR","1.1","1","1.1"
"335","Atlanta Falcons","ATL","DST","1.0","1","1.0"
"335","Equanimeous St. Brown","GB","WR","1.0","1","1.0"
"335","Arizona Cardinals","ARI","DST","1.0","1","1.0"
"335","Aldrick Rosas","Multi","K","1.0","1","1.0"
"335","Chuba Hubbard","CAR","RB","1.0","1","1.0"
"335","Josh Lambo","JAC","K","1.0","1","1.0"
"335","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"335","Cole Kmet","CHI","TE","1.0","1","1.0"
"343","Larry Rountree III","LAC","RB","0.8","1","0.8"
"343","Kylin Hill","GB","RB","0.8","1","0.8"
"343","Trey Sermon","SF","RB","0.8","1","0.8"
"346","Carlos Hyde","JAC","RB","0.7","1","0.7"
"346","Tony Jones Jr.","NO","RB","0.7","1","0.7"
"348","C.J. Board","NYG","WR","0.6","1","0.6"
"349","Tua Tagovailoa","MIA","QB","0.5","1","0.5"
"349","Elijhaa Penny","NYG","RB","0.5","1","0.5"
"351","Donovan Peoples-Jones","CLE","WR","0.4","1","0.4"
"352","J.J. Taylor","NE","RB","0.3","1","0.3"
"352","Keith Smith","ATL","RB","0.3","1","0.3"
"354","Reggie Gilliam","BUF","RB","0.2","1","0.2"
"354","Patrick Ricard","BAL","RB","0.2","1","0.2"
"354","DeAndre Carter","WAS","WR","0.2","1","0.2"
"357","Benny Snell Jr.","PIT","RB","0.1","1","0.1"
"358","Mack Hollins","MIA","WR","0.0","1","0.0"
"358","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"358","Eric Ebron","PIT","TE","0.0","1","0.0"
"358","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"358","Gary Brightwell","NYG","RB","0.0","1","0.0"
"358","Jake Funk","LAR","RB","0.0","1","0.0"
"358","Demetrius Harris","ARI","TE","0.0","1","0.0"
"358","James Washington","PIT","WR","0.0","1","0.0"
"358","Durham Smythe","MIA","TE","0.0","1","0.0"
"358","Chris Manhertz","JAC","TE","0.0","1","0.0"
"358","Alec Ingold","LV","RB","0.0","1","0.0"
"358","KJ Hill Jr.","LAC","WR","0.0","1","0.0"
"358","Cameron Nizialek","ATL","K","0.0","1","0.0"
"358","Marquez Valdes-Scantling","GB","WR","0.0","1","0.0"
"358","Samaje Perine","CIN","RB","0.0","1","0.0"
"358","Amari Rodgers","GB","WR","0.0","1","0.0"
"358","Devin Duvernay","BAL","WR","0.0","1","0.0"
"358","Ameer Abdullah","Multi","RB","0.0","1","0.0"
"358","Nsimba Webster","CHI","WR","0.0","1","0.0"
"358","Ray-Ray McCloud","PIT","WR","0.0","1","0.0"
"358","Ihmir Smith-Marsette","MIN","WR","0.0","1","0.0"
"358","Diontae Spencer","DEN","WR","0.0","1","0.0"
"358","Ty Long","LAC","K","0.0","1","0.0"
"358","Mohamed Sanu Sr.","SF","WR","0.0","1","0.0"
"358","Tyron Johnson","Multi","WR","0.0","1","0.0"
"358","Dede Westbrook","MIN","WR","0.0","1","0.0"
"358","Gunner Olszewski","NE","WR","0.0","1","0.0"
"358","Darrell Daniels","ARI","TE","0.0","1","0.0"
"358","Alex Erickson","CAR","WR","0.0","1","0.0"
"358","Pharaoh Brown","HOU","TE","0.0","1","0.0"
"358","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"358","Jason Sanders","MIA","K","0.0","1","0.0"
"358","Gabe Nabers","LAC","RB","0.0","1","0.0"
"358","Donald Parham Jr.","LAC","TE","0.0","1","0.0"
"358","Mike Strachan","IND","WR","0.0","1","0.0"
"358","Parker Hesse","ATL","TE","0.0","1","0.0"
"358","Adam Shaheen","MIA","TE","0.0","1","0.0"
"358","Scotty Miller","TB","WR","0.0","1","0.0"
"358","Tutu Atwell","LAR","WR","0.0","1","0.0"
"358","Gerrid Doaks","MIA","RB","0.0","1","0.0"
"358","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"358","Alex Armah Jr.","Multi","RB","0.0","1","0.0"
"358","Josh Reynolds","Multi","WR","0.0","1","0.0"
"358","Josh Rosen","ATL","QB","0.0","1","0.0"
"358","John Bates","WAS","TE","0.0","1","0.0"
"358","Matthew Slater","NE","WR","0.0","1","0.0"
"358","Dwayne Washington","NO","RB","0.0","1","0.0"
"358","Laquon Treadwell","JAC","WR","0.0","1","0.0"
"358","Racey McMath","TEN","WR","0.0","1","0.0"
"358","Scottie Phillips","HOU","RB","0.0","1","0.0"
"358","Greg Ward","PHI","WR","0.0","1","0.0"
"358","Jacob Eason","IND","QB","0.0","1","0.0"
"358","Jack Stoll","PHI","TE","0.0","1","0.0"
"358","Andy Isabella","ARI","WR","0.0","1","0.0"
"358","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"358","Jake Kumerow","BUF","WR","0.0","1","0.0"
"358","Taiwan Jones","BUF","RB","0.0","1","0.0"
"358","Ben Ellefson","MIN","TE","0.0","1","0.0"
"416","Trenton Cannon","Multi","RB","-0.1","1","-0.1"
"417","Mitchell Trubisky","BUF","QB","-0.2","1","-0.2"
"418","Jordan Love","GB","QB","-0.3","1","-0.3"
"418","Blaine Gabbert","TB","QB","-0.3","1","-0.3"
"420","Jakeem Grant Sr.","Multi","WR","-1.0","1","-1.0"
"420","Detroit Lions","DET","DST","-1.0","1","-1.0"
""
""
