"Rank","Player","Team","Position","Points","Games","Avg"
"81","Washington Football Team","WAS","DST","14.0","1","14.0"
"81","Donovan Peoples-Jones","CLE","WR","14.0","1","14.0"
"81","Matt Gay","LAR","K","14.0","1","14.0"
"81","Cleveland Browns","CLE","DST","14.0","1","14.0"
"88","Cordarrelle Patterson","ATL","RB","13.9","1","13.9"
"89","Mike Davis","ATL","RB","13.6","1","13.6"
"90","Kalif Raymond","DET","WR","13.1","1","13.1"
"91","Atlanta Falcons","ATL","DST","13.0","1","13.0"
"91","Greg Zuerlein","DAL","K","13.0","1","13.0"
"91","Dustin Hopkins","Multi","K","13.0","1","13.0"
"91","Marvin Jones Jr.","JAC","WR","13.0","1","13.0"
"91","Green Bay Packers","GB","DST","13.0","1","13.0"
"91","Greg Joseph","MIN","K","13.0","1","13.0"
"97","Darrel Williams","KC","RB","12.9","1","12.9"
"97","Deebo Samuel","SF","WR","12.9","1","12.9"
"99","Breshad Perriman","TB","WR","12.8","1","12.8"
"100","Royce Freeman","Multi","RB","12.6","1","12.6"
"100","Jared Goff","DET","QB","12.6","1","12.6"
"100","Brevin Jordan","HOU","TE","12.6","1","12.6"
"103","Devontae Booker","NYG","RB","12.4","1","12.4"
"104","Devonta Freeman","BAL","RB","12.2","1","12.2"
"105","Mike Williams","LAC","WR","12.1","1","12.1"
"106","Brett Maher","NO","K","12.0","1","12.0"
"106","Evan McPherson","CIN","K","12.0","1","12.0"
"106","Younghoe Koo","ATL","K","12.0","1","12.0"
"109","Dak Prescott","DAL","QB","11.9","1","11.9"
"109","Craig Reynolds","DET","RB","11.9","1","11.9"
"109","Matt Ryan","ATL","QB","11.9","1","11.9"
"109","Nico Collins","HOU","WR","11.9","1","11.9"
"113","Tyreek Hill","KC","WR","11.6","1","11.6"
"113","Christian Kirk","ARI","WR","11.6","1","11.6"
"115","Derek Carr","LV","QB","11.5","1","11.5"
"116","Zach Wilson","NYJ","QB","11.4","1","11.4"
"117","Pat Freiermuth","PIT","TE","11.2","1","11.2"
"117","Rob Gronkowski","TB","TE","11.2","1","11.2"
"117","Braxton Berrios","NYJ","WR","11.2","1","11.2"
"120","Kyle Pitts","ATL","TE","11.1","1","11.1"
"121","Michael Gallup","DAL","WR","11.0","1","11.0"
"122","Laquon Treadwell","JAC","WR","10.8","1","10.8"
"122","Gerald Everett","SEA","TE","10.8","1","10.8"
"124","Rex Burkhead","HOU","RB","10.6","1","10.6"
"125","Jonathan Williams","WAS","RB","10.5","1","10.5"
"126","Russell Gage","ATL","WR","10.4","1","10.4"
"126","DeAndre Hopkins","ARI","WR","10.4","1","10.4"
"128","Tyler Boyd","CIN","WR","10.3","1","10.3"
"129","Elijhaa Penny","NYG","RB","10.1","1","10.1"
"130","Josh Jacobs","LV","RB","10.0","1","10.0"
"130","Denver Broncos","DEN","DST","10.0","1","10.0"
"130","Eddy Pineiro","NYJ","K","10.0","1","10.0"
"130","Brandon McManus","DEN","K","10.0","1","10.0"
"134","Ty Johnson","NYJ","RB","9.7","1","9.7"
"134","Jerry Jeudy","DEN","WR","9.7","1","9.7"
"136","C.J. Uzomah","CIN","TE","9.6","1","9.6"
"137","Nick Chubb","CLE","RB","9.5","1","9.5"
"138","Chuba Hubbard","CAR","RB","9.3","1","9.3"
"139","Ray-Ray McCloud","PIT","WR","9.2","1","9.2"
"139","Zach Ertz","Multi","TE","9.2","1","9.2"
"141","Marquise Brown","BAL","WR","9.1","1","9.1"
"141","Marcedes Lewis","GB","TE","9.1","1","9.1"
"141","Noah Fant","DEN","TE","9.1","1","9.1"
"144","Ryan Succop","TB","K","9.0","1","9.0"
"144","San Francisco 49ers","SF","DST","9.0","1","9.0"
"144","Ezekiel Elliott","DAL","RB","9.0","1","9.0"
"144","Ka'imi Fairbairn","HOU","K","9.0","1","9.0"
"144","Tyler Bass","BUF","K","9.0","1","9.0"
"144","Randy Bullock","TEN","K","9.0","1","9.0"
"144","Mason Crosby","GB","K","9.0","1","9.0"
"151","Josh Gordon","KC","WR","8.9","1","8.9"
"152","Joe Mixon","CIN","RB","8.8","1","8.8"
"152","Jared Cook","LAC","TE","8.8","1","8.8"
"154","Taylor Heinicke","WAS","QB","8.7","1","8.7"
"155","Kyle Rudolph","NYG","TE","8.6","1","8.6"
"156","Brandon Zylstra","CAR","WR","8.5","1","8.5"
"157","D.K. Metcalf","SEA","WR","8.3","1","8.3"
"158","Josh Reynolds","Multi","WR","8.2","1","8.2"
"159","Robbie Gould","SF","K","8.0","1","8.0"
"159","Los Angeles Rams","LAR","DST","8.0","1","8.0"
"161","Mecole Hardman","KC","WR","7.9","1","7.9"
"161","Sony Michel","LAR","RB","7.9","1","7.9"
"163","Jauan Jennings","SF","WR","7.6","1","7.6"
"164","Geoff Swaim","TEN","TE","7.5","1","7.5"
"165","Josiah Deguara","GB","TE","7.4","1","7.4"
"165","Adam Humphries","WAS","WR","7.4","1","7.4"
"165","Laviska Shenault Jr.","JAC","WR","7.4","1","7.4"
"165","Anthony Firkser","TEN","TE","7.4","1","7.4"
"165","Nick Vannett","NO","TE","7.4","1","7.4"
"170","Hayden Hurst","ATL","TE","7.3","1","7.3"
"170","Samaje Perine","CIN","RB","7.3","1","7.3"
"170","Julio Jones","TEN","WR","7.3","1","7.3"
"173","AJ Dillon","GB","RB","7.1","1","7.1"
"174","Jason Myers","SEA","K","7.0","1","7.0"
"174","Chase McLaughlin","CLE","K","7.0","1","7.0"
"174","New Orleans Saints","NO","DST","7.0","1","7.0"
"177","D.J. Montgomery","NYJ","WR","6.6","1","6.6"
"178","Tre'Quan Smith","NO","WR","6.3","1","6.3"
"179","Nick Westbrook-Ikhine","TEN","WR","6.1","1","6.1"
"179","Latavius Murray","BAL","RB","6.1","1","6.1"
"179","James O'Shaughnessy","JAC","TE","6.1","1","6.1"
"182","Seattle Seahawks","SEA","DST","6.0","1","6.0"
"182","Los Angeles Chargers","LAC","DST","6.0","1","6.0"
"182","Minnesota Vikings","MIN","DST","6.0","1","6.0"
"185","Will Dissly","SEA","TE","5.8","1","5.8"
"186","Travis Kelce","KC","TE","5.7","1","5.7"
"187","Corey Clement","DAL","RB","5.6","1","5.6"
"187","Jeff Wilson Jr.","SF","RB","5.6","1","5.6"
"189","P.J. Walker","CAR","QB","5.5","1","5.5"
"189","Zay Jones","LV","WR","5.5","1","5.5"
"191","Marquez Callaway","NO","WR","5.4","1","5.4"
"192","Ameer Abdullah","Multi","RB","5.3","1","5.3"
"193","Justin Jackson","LAC","RB","5.2","1","5.2"
"194","Marquez Valdes-Scantling","GB","WR","5.0","1","5.0"
"194","Brock Wright","DET","TE","5.0","1","5.0"
"194","Tampa Bay Buccaneers","TB","DST","5.0","1","5.0"
"194","Chicago Bears","CHI","DST","5.0","1","5.0"
"194","Cincinnati Bengals","CIN","DST","5.0","1","5.0"
"194","Jacksonville Jaguars","JAC","DST","5.0","1","5.0"
"194","Trevor Lawrence","JAC","QB","5.0","1","5.0"
"201","Jamison Crowder","NYJ","WR","4.9","1","4.9"
"201","Kendall Blanton","LAR","TE","4.9","1","4.9"
"203","Jaret Patterson","WAS","RB","4.8","1","4.8"
"203","Joshua Kelley","LAC","RB","4.8","1","4.8"
"203","Ryan Griffin","NYJ","TE","4.8","1","4.8"
"206","Tavon Austin","JAC","WR","4.7","1","4.7"
"206","Sterling Shepard","NYG","WR","4.7","1","4.7"
"206","Tyler Johnson","TB","WR","4.7","1","4.7"
"206","Cole Kmet","CHI","TE","4.7","1","4.7"
"210","Rondale Moore","ARI","WR","4.6","1","4.6"
"211","Bryan Edwards","LV","WR","4.4","1","4.4"
"212","Tommy Tremble","CAR","TE","4.3","1","4.3"
"212","Foster Moreau","LV","TE","4.3","1","4.3"
"214","Antonio Gibson","WAS","RB","4.1","1","4.1"
"214","Tim Patrick","DEN","WR","4.1","1","4.1"
"216","Riley Patterson","DET","K","4.0","1","4.0"
"216","Chris Conley","HOU","WR","4.0","1","4.0"
"216","Peyton Barber","LV","RB","4.0","1","4.0"
"216","JaMycal Hasty","SF","RB","4.0","1","4.0"
"216","Tyler Conklin","MIN","TE","4.0","1","4.0"
"221","D'Ernest Johnson","CLE","RB","3.9","1","3.9"
"221","Tony Jones Jr.","NO","RB","3.9","1","3.9"
"223","Cedrick Wilson Jr.","DAL","WR","3.8","1","3.8"
"223","Kareem Hunt","CLE","RB","3.8","1","3.8"
"223","Shane Zylstra","DET","TE","3.8","1","3.8"
"223","Byron Pringle","KC","WR","3.8","1","3.8"
"227","Keelan Cole Sr.","NYJ","WR","3.7","1","3.7"
"227","Devin Duvernay","BAL","WR","3.7","1","3.7"
"229","Emmanuel Sanders","BUF","WR","3.5","1","3.5"
"229","Kenny Golladay","NYG","WR","3.5","1","3.5"
"229","Trey Ragas","LV","RB","3.5","1","3.5"
"232","Allen Robinson II","CHI","WR","3.4","1","3.4"
"233","Donald Parham Jr.","LAC","TE","3.3","1","3.3"
"234","DeAndre Carter","WAS","WR","3.2","1","3.2"
"235","Cameron Brate","TB","TE","3.1","1","3.1"
"236","Zane Gonzalez","CAR","K","3.0","1","3.0"
"236","Daniel Carlson","LV","K","3.0","1","3.0"
"236","Baltimore Ravens","BAL","DST","3.0","1","3.0"
"239","DeSean Jackson","Multi","WR","2.9","1","2.9"
"239","Darnell Mooney","CHI","WR","2.9","1","2.9"
"239","Jimmy Graham","CHI","TE","2.9","1","2.9"
"239","John Bates","WAS","TE","2.9","1","2.9"
"243","La'Mical Perine","NYJ","RB","2.8","1","2.8"
"244","Damien Williams","CHI","RB","2.7","1","2.7"
"244","Davion Davis","HOU","WR","2.7","1","2.7"
"244","Chris Herndon IV","MIN","TE","2.7","1","2.7"
"244","Alexander Mattison","MIN","RB","2.7","1","2.7"
"244","Alex Collins","SEA","RB","2.7","1","2.7"
"249","Penny Hart","SEA","WR","2.6","1","2.6"
"250","Juwan Johnson","NO","TE","2.5","1","2.5"
"250","Dare Ogunbowale","JAC","RB","2.5","1","2.5"
"252","Drew Sample","CIN","TE","2.4","1","2.4"
"253","Chester Rogers","TEN","WR","2.3","1","2.3"
"254","Lee Smith","ATL","TE","2.2","1","2.2"
"255","Stephen Anderson","LAC","TE","2.1","1","2.1"
"256","Carolina Panthers","CAR","DST","2.0","1","2.0"
"256","Chris Boswell","PIT","K","2.0","1","2.0"
"256","New York Jets","NYJ","DST","2.0","1","2.0"
"256","Arizona Cardinals","ARI","DST","2.0","1","2.0"
"260","Courtland Sutton","DEN","WR","1.9","1","1.9"
"260","Phillip Dorsett II","Multi","WR","1.9","1","1.9"
"260","Racey McMath","TEN","WR","1.9","1","1.9"
"263","Carlos Hyde","JAC","RB","1.8","1","1.8"
"263","Evan Engram","NYG","TE","1.8","1","1.8"
"263","Ricky Seals-Jones","WAS","TE","1.8","1","1.8"
"266","Tajae Sharpe","ATL","WR","1.7","1","1.7"
"266","John Ross","NYG","WR","1.7","1","1.7"
"266","Tom Kennedy","DET","WR","1.7","1","1.7"
"269","Pharoh Cooper","NYG","WR","1.6","1","1.6"
"269","Josh Oliver","BAL","TE","1.6","1","1.6"
"269","Cody Hollister","TEN","WR","1.6","1","1.6"
"269","Jordan Akins","HOU","TE","1.6","1","1.6"
"269","Antony Auclair","HOU","TE","1.6","1","1.6"
"269","Jeremy McNichols","TEN","RB","1.6","1","1.6"
"269","DeeJay Dallas","SEA","RB","1.6","1","1.6"
"276","Easop Winston Jr.","NO","WR","1.5","1","1.5"
"276","Isaiah McKenzie","BUF","WR","1.5","1","1.5"
"276","MyCole Pruitt","TEN","TE","1.5","1","1.5"
"276","Kyle Juszczyk","SF","RB","1.5","1","1.5"
"280","Dalton Schultz","DAL","TE","1.4","1","1.4"
"281","Dontrell Hilliard","TEN","RB","1.3","1","1.3"
"281","Andy Janovich","CLE","RB","1.3","1","1.3"
"283","Matt Breida","BUF","RB","1.2","1","1.2"
"283","Kyle Allen","WAS","QB","1.2","1","1.2"
"283","Lamar Jackson","BAL","QB","1.2","1","1.2"
"286","Buffalo Bills","BUF","DST","1.0","1","1.0"
"286","Graham Gano","NYG","K","1.0","1","1.0"
"288","Ronald Jones II","TB","RB","0.8","1","0.8"
"289","Godwin Igwebuike","DET","RB","0.5","1","0.5"
"290","James Robinson","JAC","RB","0.4","1","0.4"
"291","JaQuan Hardy","DAL","RB","0.3","1","0.3"
"291","Qadree Ollison","ATL","RB","0.3","1","0.3"
"291","Khalil Herbert","CHI","RB","0.3","1","0.3"
"291","Michael Burton","KC","RB","0.3","1","0.3"
"291","Freddie Swain","SEA","WR","0.3","1","0.3"
"296","Demetric Felton","CLE","RB","0.0","1","0.0"
"296","J.P. Holtz","CHI","TE","0.0","1","0.0"
"296","Dyami Brown","WAS","WR","0.0","1","0.0"
"296","Curtis Samuel","WAS","WR","0.0","1","0.0"
"296","Colt McCoy","ARI","QB","0.0","1","0.0"
"296","Tylan Wallace","BAL","WR","0.0","1","0.0"
"296","Matthew Wright","JAC","K","0.0","1","0.0"
"296","Trayveon Williams","CIN","RB","0.0","1","0.0"
"296","Chris Myarick","NYG","TE","0.0","1","0.0"
"296","Brian Johnson","Multi","K","0.0","1","0.0"
"296","Tyler Davis","GB","TE","0.0","1","0.0"
"296","Kalen Ballage","PIT","RB","0.0","1","0.0"
"296","Charlie Woerner","SF","TE","0.0","1","0.0"
"296","Travis Benjamin","SF","WR","0.0","1","0.0"
"296","Jake Hausmann","NYG","TE","0.0","1","0.0"
"296","Mitchell Wilcox","CIN","TE","0.0","1","0.0"
"296","Vyncint Smith","NYJ","WR","0.0","1","0.0"
"296","River Cracraft","SF","WR","0.0","1","0.0"
"296","Sandro Platzgummer","NYG","RB","0.0","1","0.0"
"296","Brandon Powell","LAR","WR","0.0","1","0.0"
"296","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"296","Dede Westbrook","MIN","WR","0.0","1","0.0"
"296","Frank Darby","ATL","WR","0.0","1","0.0"
"296","JoJo Natson","CLE","WR","0.0","1","0.0"
"296","Marcus Kemp","KC","WR","0.0","1","0.0"
"296","Tyron Johnson","Multi","WR","0.0","1","0.0"
"296","Adam Prentice","NO","RB","0.0","1","0.0"
"296","Brandin Bryant","BUF","RB","0.0","1","0.0"
"296","Pittsburgh Steelers","PIT","DST","0.0","1","0.0"
"296","Alex Erickson","CAR","WR","0.0","1","0.0"
"296","Derek Watt","PIT","RB","0.0","1","0.0"
"296","Amari Rodgers","GB","WR","0.0","1","0.0"
"296","Elijah Mitchell","SF","RB","0.0","1","0.0"
"296","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"296","Andre Roberts","Multi","WR","0.0","1","0.0"
"296","Sammy Watkins","BAL","WR","0.0","1","0.0"
"296","Terry McLaurin","WAS","WR","0.0","1","0.0"
"296","Denzel Mims","NYJ","WR","0.0","1","0.0"
"296","Darius Slayton","NYG","WR","0.0","1","0.0"
"296","D'Wayne Eskridge","SEA","WR","0.0","1","0.0"
"296","Jake Kumerow","BUF","WR","0.0","1","0.0"
"296","Trent Sherfield","SF","WR","0.0","1","0.0"
"296","Daniel Brown","NYJ","TE","0.0","1","0.0"
"296","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"296","Malik Taylor","GB","WR","0.0","1","0.0"
"296","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"296","Jaelon Darden","TB","WR","0.0","1","0.0"
"296","Ben Skowronek","LAR","WR","0.0","1","0.0"
"296","Justin Hardee","NYJ","WR","0.0","1","0.0"
"296","Diontae Spencer","DEN","WR","0.0","1","0.0"
"296","Ian Thomas","CAR","TE","0.0","1","0.0"
"296","Ty Long","LAC","K","0.0","1","0.0"
"296","Equanimeous St. Brown","GB","WR","0.0","1","0.0"
"296","Dwayne Washington","NO","RB","0.0","1","0.0"
"350","Kurt Benkert","GB","QB","-0.1","1","-0.1"
"351","Chase Daniel","LAC","QB","-0.2","1","-0.2"
"351","Benny Snell Jr.","PIT","RB","-0.2","1","-0.2"
"351","Chad Henne","KC","QB","-0.2","1","-0.2"
"354","Logan Woodside","TEN","QB","-0.3","1","-0.3"
"355","Las Vegas Raiders","LV","DST","-1.0","1","-1.0"
"355","Houston Texans","HOU","DST","-1.0","1","-1.0"
"357","New York Giants","NYG","DST","-2.0","1","-2.0"
"358","Detroit Lions","DET","DST","-3.0","1","-3.0"
""
""
