"Rank","Player","Team","Position","Points","Games","Avg"
"96","Tyler Boyd","CIN","WR","13.6","1","13.6"
"97","Jameis Winston","NO","QB","13.5","1","13.5"
"98","Nick Westbrook-Ikhine","TEN","WR","13.3","1","13.3"
"98","Michael Pittman Jr.","IND","WR","13.3","1","13.3"
"100","Javonte Williams","DEN","RB","13.2","1","13.2"
"101","Greg Joseph","MIN","K","13.0","1","13.0"
"101","Daniel Carlson","LV","K","13.0","1","13.0"
"101","Dallas Cowboys","DAL","DST","13.0","1","13.0"
"104","Kalif Raymond","DET","WR","12.8","1","12.8"
"105","Mecole Hardman","KC","WR","12.5","1","12.5"
"105","Henry Ruggs III","LV","WR","12.5","1","12.5"
"107","Olamide Zaccheaus","ATL","WR","12.2","1","12.2"
"107","Stefon Diggs","BUF","WR","12.2","1","12.2"
"107","Logan Thomas","WAS","TE","12.2","1","12.2"
"107","Marvin Jones Jr.","JAC","WR","12.2","1","12.2"
"111","Anthony Miller","Multi","WR","12.0","1","12.0"
"111","Cincinnati Bengals","CIN","DST","12.0","1","12.0"
"113","Bryan Edwards","LV","WR","11.9","1","11.9"
"114","Teddy Bridgewater","DEN","QB","11.8","1","11.8"
"115","Trey Sermon","SF","RB","11.4","1","11.4"
"116","Pat Freiermuth","PIT","TE","11.2","1","11.2"
"117","Matt Gay","LAR","K","11.0","1","11.0"
"117","Rodrigo Blankenship","IND","K","11.0","1","11.0"
"117","Jason Sanders","MIA","K","11.0","1","11.0"
"117","Mike Davis","ATL","RB","11.0","1","11.0"
"121","Sony Michel","LAR","RB","10.9","1","10.9"
"121","Chuba Hubbard","CAR","RB","10.9","1","10.9"
"123","Sammy Watkins","BAL","WR","10.8","1","10.8"
"124","Davis Mills","HOU","QB","10.7","1","10.7"
"124","Tommy Tremble","CAR","TE","10.7","1","10.7"
"126","Darren Waller","LV","TE","10.4","1","10.4"
"126","Gerald Everett","SEA","TE","10.4","1","10.4"
"126","Joe Mixon","CIN","RB","10.4","1","10.4"
"126","Myles Gaskin","MIA","RB","10.4","1","10.4"
"126","Kenny Golladay","NYG","WR","10.4","1","10.4"
"131","Jalen Reagor","PHI","WR","10.3","1","10.3"
"132","Deebo Samuel","SF","WR","10.2","1","10.2"
"132","Terry McLaurin","WAS","WR","10.2","1","10.2"
"132","Devin Duvernay","BAL","WR","10.2","1","10.2"
"135","Collin Johnson","NYG","WR","10.1","1","10.1"
"136","Miami Dolphins","MIA","DST","10.0","1","10.0"
"136","Los Angeles Chargers","LAC","DST","10.0","1","10.0"
"138","Austin Hooper","CLE","TE","9.9","1","9.9"
"139","Tyreek Hill","KC","WR","9.7","1","9.7"
"139","Cedrick Wilson Jr.","DAL","WR","9.7","1","9.7"
"139","Lee Smith","ATL","TE","9.7","1","9.7"
"142","Rob Gronkowski","TB","TE","9.5","1","9.5"
"142","Trevor Lawrence","JAC","QB","9.5","1","9.5"
"142","CeeDee Lamb","DAL","WR","9.5","1","9.5"
"145","Tyler Johnson","TB","WR","9.3","1","9.3"
"146","Taysom Hill","NO","QB","9.2","1","9.2"
"147","Malcolm Brown","MIA","RB","9.1","1","9.1"
"147","Jared Goff","DET","QB","9.1","1","9.1"
"147","Corey Davis","NYJ","WR","9.1","1","9.1"
"150","Laviska Shenault Jr.","JAC","WR","8.8","1","8.8"
"150","Terrace Marshall Jr.","CAR","WR","8.8","1","8.8"
"152","Courtland Sutton","DEN","WR","8.7","1","8.7"
"152","Jody Fortson","KC","WR","8.7","1","8.7"
"152","Kenyan Drake","LV","RB","8.7","1","8.7"
"155","Dallas Goedert","PHI","TE","8.6","1","8.6"
"155","Hunter Henry","NE","TE","8.6","1","8.6"
"155","Jeremy McNichols","TEN","RB","8.6","1","8.6"
"158","Miles Sanders","PHI","RB","8.5","1","8.5"
"158","Greg Ward","PHI","WR","8.5","1","8.5"
"160","Nick Chubb","CLE","RB","8.4","1","8.4"
"161","Marquise Brown","BAL","WR","8.3","1","8.3"
"162","Jonathan Taylor","IND","RB","8.2","1","8.2"
"162","DeVante Parker","MIA","WR","8.2","1","8.2"
"162","Van Jefferson","LAR","WR","8.2","1","8.2"
"165","Carolina Panthers","CAR","DST","8.0","1","8.0"
"165","Nick Folk","NE","K","8.0","1","8.0"
"165","Philadelphia Eagles","PHI","DST","8.0","1","8.0"
"165","Jacksonville Jaguars","JAC","DST","8.0","1","8.0"
"169","Travis Homer","SEA","RB","7.8","1","7.8"
"169","Carson Wentz","IND","QB","7.8","1","7.8"
"171","Julio Jones","TEN","WR","7.7","1","7.7"
"172","Chester Rogers","TEN","WR","7.6","1","7.6"
"173","David Montgomery","CHI","RB","7.5","1","7.5"
"173","Tony Pollard","DAL","RB","7.5","1","7.5"
"173","Cameron Brate","TB","TE","7.5","1","7.5"
"176","Jordan Akins","HOU","TE","7.2","1","7.2"
"177","Tyler Lockett","SEA","WR","7.1","1","7.1"
"177","Alec Ingold","LV","RB","7.1","1","7.1"
"179","Will Fuller V","MIA","WR","7.0","1","7.0"
"179","Buffalo Bills","BUF","DST","7.0","1","7.0"
"179","Evan McPherson","CIN","K","7.0","1","7.0"
"179","Detroit Lions","DET","DST","7.0","1","7.0"
"179","Green Bay Packers","GB","DST","7.0","1","7.0"
"179","Matt Prater","ARI","K","7.0","1","7.0"
"179","Indianapolis Colts","IND","DST","7.0","1","7.0"
"179","Cairo Santos","CHI","K","7.0","1","7.0"
"179","Jason Myers","SEA","K","7.0","1","7.0"
"188","Robert Woods","LAR","WR","6.8","1","6.8"
"189","Quez Watkins","PHI","WR","6.6","1","6.6"
"189","Mohamed Sanu Sr.","SF","WR","6.6","1","6.6"
"191","Kenneth Gainwell","PHI","RB","6.4","1","6.4"
"191","Leonard Fournette","TB","RB","6.4","1","6.4"
"193","Ray-Ray McCloud","PIT","WR","6.3","1","6.3"
"194","Deonte Harty","NO","WR","6.1","1","6.1"
"194","Trey Lance","SF","QB","6.1","1","6.1"
"196","Harrison Butker","KC","K","6.0","1","6.0"
"196","Younghoe Koo","ATL","K","6.0","1","6.0"
"196","Ryan Succop","TB","K","6.0","1","6.0"
"196","Zane Gonzalez","CAR","K","6.0","1","6.0"
"196","Christian McCaffrey","CAR","RB","6.0","1","6.0"
"196","Graham Gano","NYG","K","6.0","1","6.0"
"196","New York Giants","NYG","DST","6.0","1","6.0"
"203","Donovan Peoples-Jones","CLE","WR","5.9","1","5.9"
"203","Darrel Williams","KC","RB","5.9","1","5.9"
"205","DeVonta Smith","PHI","WR","5.8","1","5.8"
"205","J.D. McKissic","WAS","RB","5.8","1","5.8"
"207","Geoff Swaim","TEN","TE","5.7","1","5.7"
"208","Amari Cooper","DAL","WR","5.6","1","5.6"
"209","JuJu Smith-Schuster","PIT","WR","5.5","1","5.5"
"209","Kyle Pitts","ATL","TE","5.5","1","5.5"
"209","Darren Fells","Multi","TE","5.5","1","5.5"
"212","Allen Lazard","GB","WR","5.2","1","5.2"
"212","Elijah Moore","NYJ","WR","5.2","1","5.2"
"212","Brandon Bolden","NE","RB","5.2","1","5.2"
"215","Zach Pascal","IND","WR","5.1","1","5.1"
"215","DeAndre Hopkins","ARI","WR","5.1","1","5.1"
"217","Atlanta Falcons","ATL","DST","5.0","1","5.0"
"217","Chicago Bears","CHI","DST","5.0","1","5.0"
"217","Randy Bullock","TEN","K","5.0","1","5.0"
"217","Joey Slye","Multi","K","5.0","1","5.0"
"217","Greg Zuerlein","DAL","K","5.0","1","5.0"
"217","James Washington","PIT","WR","5.0","1","5.0"
"217","Keelan Cole Sr.","NYJ","WR","5.0","1","5.0"
"217","Ryan Santoso","Multi","K","5.0","1","5.0"
"225","Will Dissly","SEA","TE","4.9","1","4.9"
"225","Michael Carter","NYJ","RB","4.9","1","4.9"
"225","Maxx Williams","ARI","TE","4.9","1","4.9"
"228","C.J. Board","NYG","WR","4.8","1","4.8"
"229","Jared Cook","LAC","TE","4.7","1","4.7"
"229","Allen Robinson II","CHI","WR","4.7","1","4.7"
"231","Chris Evans","CIN","RB","4.6","1","4.6"
"231","K.J. Osborn","MIN","WR","4.6","1","4.6"
"231","Braxton Berrios","NYJ","WR","4.6","1","4.6"
"231","Zach Wilson","NYJ","QB","4.6","1","4.6"
"231","AJ Dillon","GB","RB","4.6","1","4.6"
"236","Carlos Hyde","JAC","RB","4.4","1","4.4"
"236","Rashard Higgins","CLE","WR","4.4","1","4.4"
"238","Dan Arnold","Multi","TE","4.3","1","4.3"
"239","Tony Jones Jr.","NO","RB","4.2","1","4.2"
"240","Robbie Gould","SF","K","4.0","1","4.0"
"240","Chris Boswell","PIT","K","4.0","1","4.0"
"240","New York Jets","NYJ","DST","4.0","1","4.0"
"240","Aldrick Rosas","Multi","K","4.0","1","4.0"
"240","Tristan Vizcaino","LAC","K","4.0","1","4.0"
"240","Las Vegas Raiders","LV","DST","4.0","1","4.0"
"246","James Proche II","BAL","WR","3.9","1","3.9"
"246","Justin Fields","CHI","QB","3.9","1","3.9"
"248","KJ Hamler","DEN","WR","3.8","1","3.8"
"249","Demarcus Robinson","KC","WR","3.7","1","3.7"
"249","Cody White","PIT","WR","3.7","1","3.7"
"249","Nelson Agholor","NE","WR","3.7","1","3.7"
"252","Sterling Shepard","NYG","WR","3.6","1","3.6"
"252","Devin Singletary","BUF","RB","3.6","1","3.6"
"252","Kadarius Toney","NYG","WR","3.6","1","3.6"
"255","Noah Fant","DEN","TE","3.5","1","3.5"
"255","Alex Erickson","CAR","WR","3.5","1","3.5"
"255","Royce Freeman","Multi","RB","3.5","1","3.5"
"255","Jacob Hollister","JAC","TE","3.5","1","3.5"
"259","Mo Alie-Cox","IND","TE","3.4","1","3.4"
"259","Blake Jarwin","DAL","TE","3.4","1","3.4"
"261","Ty Johnson","NYJ","RB","3.3","1","3.3"
"261","Demetric Felton","CLE","RB","3.3","1","3.3"
"261","Gabriel Davis","BUF","WR","3.3","1","3.3"
"264","Cam Sims","WAS","WR","3.2","1","3.2"
"264","Tyler Kroft","NYJ","TE","3.2","1","3.2"
"264","Byron Pringle","KC","WR","3.2","1","3.2"
"267","Scotty Miller","TB","WR","3.1","1","3.1"
"267","Freddie Swain","SEA","WR","3.1","1","3.1"
"267","Damien Harris","NE","RB","3.1","1","3.1"
"267","Gabe Nabers","LAC","RB","3.1","1","3.1"
"271","Dustin Hopkins","Multi","K","3.0","1","3.0"
"271","Jake Elliott","PHI","K","3.0","1","3.0"
"271","Houston Texans","HOU","DST","3.0","1","3.0"
"271","T.J. Hockenson","DET","TE","3.0","1","3.0"
"271","Los Angeles Rams","LAR","DST","3.0","1","3.0"
"271","Tennessee Titans","TEN","DST","3.0","1","3.0"
"271","New England Patriots","NE","DST","3.0","1","3.0"
"271","Minnesota Vikings","MIN","DST","3.0","1","3.0"
"271","Baltimore Ravens","BAL","DST","3.0","1","3.0"
"271","Mark Ingram II","Multi","RB","3.0","1","3.0"
"281","Parris Campbell","IND","WR","2.9","1","2.9"
"281","Donald Parham Jr.","LAC","TE","2.9","1","2.9"
"281","Mike Thomas","CIN","WR","2.9","1","2.9"
"284","Latavius Murray","BAL","RB","2.8","1","2.8"
"285","Kenny Stills","NO","WR","2.7","1","2.7"
"286","J.J. Taylor","NE","RB","2.5","1","2.5"
"286","Zay Jones","LV","WR","2.5","1","2.5"
"286","Boston Scott","PHI","RB","2.5","1","2.5"
"289","Auden Tate","CIN","WR","2.4","1","2.4"
"289","Ameer Abdullah","Multi","RB","2.4","1","2.4"
"289","Rondale Moore","ARI","WR","2.4","1","2.4"
"292","Cameron Batson","TEN","WR","2.3","1","2.3"
"292","Jeff Smith","NYJ","WR","2.3","1","2.3"
"294","Ty'Son Williams","BAL","RB","2.2","1","2.2"
"294","Tommy Sweeney","BUF","TE","2.2","1","2.2"
"296","Evan Engram","NYG","TE","2.1","1","2.1"
"296","O.J. Howard","TB","TE","2.1","1","2.1"
"296","Cole Kmet","CHI","TE","2.1","1","2.1"
"299","Jack Doyle","IND","TE","2.0","1","2.0"
"299","Pittsburgh Steelers","PIT","DST","2.0","1","2.0"
"301","Darnell Mooney","CHI","WR","1.9","1","1.9"
"301","Kaden Smith","NYG","TE","1.9","1","1.9"
"301","KhaDarel Hodge","DET","WR","1.9","1","1.9"
"301","Noah Brown","DAL","WR","1.9","1","1.9"
"301","Mitchell Trubisky","BUF","QB","1.9","1","1.9"
"306","Foster Moreau","LV","TE","1.8","1","1.8"
"306","Quintez Cephus","DET","WR","1.8","1","1.8"
"306","Robby Anderson","CAR","WR","1.8","1","1.8"
"306","Darius Slayton","NYG","WR","1.8","1","1.8"
"310","Adam Humphries","WAS","WR","1.7","1","1.7"
"310","Samaje Perine","CIN","RB","1.7","1","1.7"
"310","Penny Hart","SEA","WR","1.7","1","1.7"
"310","MyCole Pruitt","TEN","TE","1.7","1","1.7"
"314","Albert Okwuegbunam","DEN","TE","1.6","1","1.6"
"314","Tajae Sharpe","ATL","WR","1.6","1","1.6"
"314","Blake Bell","KC","TE","1.6","1","1.6"
"314","Robert Tonyan","GB","TE","1.6","1","1.6"
"314","Josh Oliver","BAL","TE","1.6","1","1.6"
"319","Rex Burkhead","HOU","RB","1.5","1","1.5"
"319","Noah Gray","KC","TE","1.5","1","1.5"
"319","Ryan Griffin","NYJ","TE","1.5","1","1.5"
"322","Jonnu Smith","NE","TE","1.4","1","1.4"
"322","Josiah Deguara","GB","TE","1.4","1","1.4"
"324","Tommy Hudson","TEN","TE","1.3","1","1.3"
"324","Derek Watt","PIT","RB","1.3","1","1.3"
"326","Amon-Ra St. Brown","DET","WR","1.2","1","1.2"
"327","David Johnson","HOU","RB","1.1","1","1.1"
"327","Ronald Jones II","TB","RB","1.1","1","1.1"
"329","Jaelon Darden","TB","WR","1.0","1","1.0"
"329","Josh Lambo","JAC","K","1.0","1","1.0"
"331","Luke Farrell","JAC","TE","0.9","1","0.9"
"331","D'Ernest Johnson","CLE","RB","0.9","1","0.9"
"333","Isaiah McKenzie","BUF","WR","0.8","1","0.8"
"333","Devonta Freeman","BAL","RB","0.8","1","0.8"
"333","Alex Collins","SEA","RB","0.8","1","0.8"
"336","Diontae Spencer","DEN","WR","0.7","1","0.7"
"336","Damarea Crockett","DEN","RB","0.7","1","0.7"
"338","James White","NE","RB","0.6","1","0.6"
"338","Elijhaa Penny","NYG","RB","0.6","1","0.6"
"338","Jake Funk","LAR","RB","0.6","1","0.6"
"341","Alex Armah Jr.","Multi","RB","0.5","1","0.5"
"341","Phillip Lindsay","Multi","RB","0.5","1","0.5"
"343","Gary Brightwell","NYG","RB","0.4","1","0.4"
"344","A.J. Brown","TEN","WR","0.3","1","0.3"
"344","Larry Rountree III","LAC","RB","0.3","1","0.3"
"344","Jalen Guyton","LAC","WR","0.3","1","0.3"
"347","C.J. Ham","MIN","RB","0.2","1","0.2"
"347","Mekhi Sargent","Multi","RB","0.2","1","0.2"
"349","Demetrius Harris","ARI","TE","0.0","1","0.0"
"349","Durham Smythe","MIA","TE","0.0","1","0.0"
"349","Chris Manhertz","JAC","TE","0.0","1","0.0"
"349","Darrell Daniels","ARI","TE","0.0","1","0.0"
"349","Corey Clement","DAL","RB","0.0","1","0.0"
"349","Pharaoh Brown","HOU","TE","0.0","1","0.0"
"349","Johnny Mundt","LAR","TE","0.0","1","0.0"
"349","Gunner Olszewski","NE","WR","0.0","1","0.0"
"349","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"349","Eric Ebron","PIT","TE","0.0","1","0.0"
"349","Trenton Cannon","Multi","RB","0.0","1","0.0"
"349","KJ Hill Jr.","LAC","WR","0.0","1","0.0"
"349","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"349","DeAndre Carter","WAS","WR","0.0","1","0.0"
"349","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"349","Andre Roberts","Multi","WR","0.0","1","0.0"
"349","Keith Smith","ATL","RB","0.0","1","0.0"
"349","Mack Hollins","MIA","WR","0.0","1","0.0"
"349","Damien Williams","CHI","RB","0.0","1","0.0"
"349","Chris Hogan","NO","WR","0.0","1","0.0"
"349","C.J. Uzomah","CIN","TE","0.0","1","0.0"
"349","Marcus Kemp","KC","WR","0.0","1","0.0"
"349","Kylin Hill","GB","RB","0.0","1","0.0"
"349","Ty Montgomery","NO","RB","0.0","1","0.0"
"349","Dede Westbrook","MIN","WR","0.0","1","0.0"
"349","Khalil Herbert","CHI","RB","0.0","1","0.0"
"349","Juwan Johnson","NO","TE","0.0","1","0.0"
"349","Tampa Bay Buccaneers","TB","DST","0.0","1","0.0"
"349","San Francisco 49ers","SF","DST","0.0","1","0.0"
"349","Seattle Seahawks","SEA","DST","0.0","1","0.0"
"349","Kansas City Chiefs","KC","DST","0.0","1","0.0"
"349","Hayden Hurst","ATL","TE","0.0","1","0.0"
"349","Trinity Benson","DET","WR","0.0","1","0.0"
"349","Eric Saubert","DEN","TE","0.0","1","0.0"
"349","Adam Trautman","NO","TE","0.0","1","0.0"
"349","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"349","Ihmir Smith-Marsette","MIN","WR","0.0","1","0.0"
"349","Justin Hardee","NYJ","WR","0.0","1","0.0"
"349","Randall Cobb","GB","WR","0.0","1","0.0"
"349","Ty Long","LAC","K","0.0","1","0.0"
"349","Nsimba Webster","CHI","WR","0.0","1","0.0"
"349","Chris Conley","HOU","WR","0.0","1","0.0"
"349","Ben Skowronek","LAR","WR","0.0","1","0.0"
"349","Phillip Dorsett II","Multi","WR","0.0","1","0.0"
"349","Nick Ralston","DAL","RB","0.0","1","0.0"
"349","Jesse James","CHI","TE","0.0","1","0.0"
"349","Tory Carter","TEN","RB","0.0","1","0.0"
"349","Case Keenum","CLE","QB","0.0","1","0.0"
"349","Cullen Gillaspia","NYG","RB","0.0","1","0.0"
"349","Drew Sample","CIN","TE","0.0","1","0.0"
"349","Chris Moore","HOU","WR","0.0","1","0.0"
"349","Jordan Wilkins","IND","RB","0.0","1","0.0"
"349","Christian Blake","ATL","WR","0.0","1","0.0"
"349","Jimmy Graham","CHI","TE","0.0","1","0.0"
"349","Matt Ammendola","NYJ","K","0.0","1","0.0"
"349","Harrison Bryant","CLE","TE","0.0","1","0.0"
"349","Cameron Nizialek","ATL","K","0.0","1","0.0"
"349","Justin Jackson","LAC","RB","0.0","1","0.0"
"349","Amari Rodgers","GB","WR","0.0","1","0.0"
"349","Patrick Ricard","BAL","RB","0.0","1","0.0"
"349","Jamal Agnew","JAC","WR","0.0","1","0.0"
"349","Marquise Goodwin","CHI","WR","0.0","1","0.0"
"349","Adam Shaheen","MIA","TE","0.0","1","0.0"
"349","Tutu Atwell","LAR","WR","0.0","1","0.0"
"349","Reggie Gilliam","BUF","RB","0.0","1","0.0"
"349","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"349","John Bates","WAS","TE","0.0","1","0.0"
"349","Racey McMath","TEN","WR","0.0","1","0.0"
"417","Dyami Brown","WAS","WR","-0.4","1","-0.4"
"418","Ashton Dulin","IND","WR","-0.7","1","-0.7"
"419","Washington Football Team","WAS","DST","-4.0","1","-4.0"
""
""
